id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0061,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,61,pH,7.67,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0076,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,76,Temperature of Water,3.4,CELSIUS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0077,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,77,Conductivity at 25 C,333,MICROSIEMENS PER CENTIMETRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0085,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.8,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0111,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.064,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0117,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,117,Nitrate as N,1.33,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0118,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,118,Nitrite as N,0.008,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/0180,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,180,"Orthophosphate, reactive as P",0.03,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/9901,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9901,"Oxygen, Dissolved, % Saturation",106.3,PERCENTAGE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201001/observation/9924,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-04-29T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9924,"Oxygen, Dissolved as O2",12.9,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0061,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,61,pH,7.69,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0076,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,76,Temperature of Water,3.3,CELSIUS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0077,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,77,Conductivity at 25 C,355,MICROSIEMENS PER CENTIMETRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0085,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.6,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0111,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.071,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0117,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,117,Nitrate as N,1.4,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0118,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,118,Nitrite as N,0.0059,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/0180,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,180,"Orthophosphate, reactive as P",0.03,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/9901,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9901,"Oxygen, Dissolved, % Saturation",105.4,PERCENTAGE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201002/observation/9924,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-06T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9924,"Oxygen, Dissolved as O2",12.2,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0061,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,61,pH,7.6,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0076,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,76,Temperature of Water,3.2,CELSIUS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0077,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,77,Conductivity at 25 C,327,MICROSIEMENS PER CENTIMETRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0085,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.3,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0111,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.08,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0117,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,117,Nitrate as N,1.4,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0118,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,118,Nitrite as N,0.006,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/0180,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,180,"Orthophosphate, reactive as P",0.031,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/9901,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9901,"Oxygen, Dissolved, % Saturation",102.8,PERCENTAGE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201003/observation/9924,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-13T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9924,"Oxygen, Dissolved as O2",12.2,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0061,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,61,pH,7.72,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0076,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,76,Temperature of Water,3,CELSIUS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0077,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,77,Conductivity at 25 C,350,MICROSIEMENS PER CENTIMETRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0085,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.6,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0111,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.076,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0117,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,117,Nitrate as N,1.23,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0118,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,118,Nitrite as N,0.0066,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/0180,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,180,"Orthophosphate, reactive as P",0.031,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/9901,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9901,"Oxygen, Dissolved, % Saturation",106.1,PERCENTAGE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201004/observation/9924,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-20T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9924,"Oxygen, Dissolved as O2",12.6,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0061,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,61,pH,7.84,PH UNITS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0076,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,76,Temperature of Water,2.9,CELSIUS
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0077,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,77,Conductivity at 25 C,329,MICROSIEMENS PER CENTIMETRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0085,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.8,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0111,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.064,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0117,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,117,Nitrate as N,1.37,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0118,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,118,Nitrite as N,0.0097,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/0180,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,180,"Orthophosphate, reactive as P",0.032,MILLIGRAM PER LITRE
https://environment.data.gov.uk/water-quality/sampling-point/NE-57892341/sample/2201005/observation/9901,asdfasdf,RIVELIN AT MALIN BRIDGE,-1.529,53.3882,NorthEast,NORTH EAST - YORKSHIRE,"DON, ROTHER",OPEN,FRESHWATER - RIVERS,2025-05-27T09:30:00,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),RIVER / RUNNING SURFACE WATER,9901,"Oxygen, Dissolved, % Saturation",105.6,PERCENTAGE
